#separator:tab
#html:true
#tags column:7
Achille Talon 	BD et leurs créateurs 	Greg Un homme rondelet, son voisin Hilarion Lefuneste, sa fiancée Virgule de Guillemets 				
Sylvie Vartan 	Chanteuses françaises nées entre 1915 et 1955 	Née en 1944 à Iskretz (Bulgarie) 	La plus belle pour aller danser , La Maritza , L'amour c'est comme une cigarette 	Image: <img src=http://www.quizypedia.fr/site_media/images/604/604830332469.jpeg>		leech
Sheila 	Chanteuses françaises nées entre 1915 et 1955 	Annie Chancel Née en 1945 à Créteil 	L'école est finie , Les Rois Mages , Spacer 	"Image: <img src=""http://www.quizypedia.fr/site_media/images/140/140429690307.jpeg"">"		
Mireille Mathieu 	Chanteuses françaises nées entre 1915 et 1955 	née en 1946 à Avignon (Vaucluse) 	Paris en colère , Mille colombes , Une femme amoureuse 	Image: <img src=http://www.quizypedia.fr/site_media/images/625/625968772164.jpeg>		
France Gall 	Chanteuses françaises nées entre 1915 et 1955 	Isabelle Gall 1947 à Paris-2018 à Neuilly-sur-Seine 	Poupée de cire, poupée de son , Les sucettes , Ella, elle l'a , Si maman si 	Image: <img src=http://www.quizypedia.fr/site_media/images/806/806378574515.jpeg>		
Michèle Torr 	Chanteuses françaises nées entre 1915 et 1955 	Michèle Tort Née en 1947 à Pertuis (Vaucluse) 	Emmène-moi danser ce soir , Une petite Française 	Image: <img src=http://www.quizypedia.fr/site_media/images/603/603225012640.jpeg>		
Véronique Sanson 	Chanteuses françaises nées entre 1915 et 1955 	Née en 1949 à Boulogne-Billancourt 	Besoin de personne , Vancouver , Comme je l'imagine , Chanson sur ma drôle de vie 	Image: <img src=http://www.quizypedia.fr/site_media/images/737/737304040216.jpeg>		
Julie Pietri 	Chanteuses françaises nées entre 1915 et 1955 	Nicole Pietri Née en 1955 à Douera (Algérie) 	Magdalena , Amoureux fous (duo avec Herbert Léonard) , Eve lève-toi 	Image: <img src=http://www.quizypedia.fr/site_media/images/512/512624949712.jpeg>		
Karen Cheryl 	Chanteuses françaises nées entre 1955 et 1980 	Isabelle Morizet Née en 1955 à Saint-Germain-en-Laye (Yvelines) 	Si... , Les nouveaux romantiques , Oh Chéri chéri 	Image: <img src=https://www.quizypedia.fr/site_media/images/810/810795817610.jpeg>		
Marie Myriam 	Chanteuses françaises nées entre 1955 et 1980 	Myriam Lopes Elmosnino Née en 1957à Luluabourg (République démocratique du Congo) 	L'Oiseau et l'enfant ,  Le Merveilleux Voyage de Nils Holgersson au pays des oies sauvages 	Image: <img src=http://www.quizypedia.fr/site_media/images/089/089871823470.jpeg>		
Jeanne Mas 	Chanteuses françaises nées entre 1955 et 1980 	Née en 1958 à Alicante (Espagne) 	Toute Première Fois , Johnny, Johnny , En rouge et noir 	Image: <img src=http://www.quizypedia.fr/site_media/images/093/093046503806.jpeg>		
Mylène Farmer 	Chanteuses françaises nées entre 1955 et 1980 	Mylène Gautier Née en 1961 à Pierrefonds (Québec) 	Sans contrefaçon , Libertine , Désenchantée 	Image: <img src=http://www.quizypedia.fr/site_media/images/033/033227155554.jpeg>		
Liane Foly 	Chanteuses françaises nées entre 1955 et 1980 	Eliane Falliex Née en 1962 à Lyon 	Ca va, ça vient , Au fur et à mesure , On a tous le droit 			
Zazie 	Chanteuses françaises nées entre 1955 et 1980 	Isabelle de Truchis de Varennes Née en 1964 à Boulogne-Billancourt 	Larsen , Zen , Rue de la Paix 	"Image: <img src=""http://www.quizypedia.fr/site_media/images/116/116432082410.jpeg"">"		
Patricia Kaas 	Chanteuses françaises nées entre 1955 et 1980 	Née en 1966 à Forbach 	Mademoiselle chante le blues , D'Allemagne , Mon mec à moi 	Image: <img src=http://www.quizypedia.fr/site_media/images/199/199119117480.jpeg>		
Lââm 	Chanteuses françaises nées entre 1955 et 1980 	Lamia Née en 1971 à Paris 	Chanter pour ceux qui sont loin de chez eux , Petite sœur 	Image: <img src=http://www.quizypedia.fr/site_media/images/669/669384537844.jpeg>		
Hélène Ségara 	Chanteuses françaises nées entre 1955 et 1980 	Hélène Rizzo Née en 1971 à Six-Fours-les-Plages (Var) 	Vivo per lei (duo avec Andrea Bocelli) ,  Il y a trop de gens qui t'aiment , L'amour est un soleil 	Image: <img src=http://www.quizypedia.fr/site_media/images/458/458009834077.jpeg>		
Vanessa Paradis 	Chanteuses françaises nées entre 1955 et 1980 	Née en 1972 à Saint-Maur-des-Fossés (Val-de-Marne) 	Joe le Taxi , Tandem , Divine Idylle 	Image: <img src=http://www.quizypedia.fr/site_media/images/970/970950239336.jpeg>		
Elsa 	Chanteuses françaises nées entre 1955 et 1980 	Elsa Lunghini Née en 1973 à Paris 	T'en va pas , Jour de neige , Un roman d'amitié (duo avec Glenn Medeiros) 	Image: <img src=http://www.quizypedia.fr/site_media/images/329/329906530305.jpeg>		
Ophélie Winter 	Chanteuses françaises nées entre 1955 et 1980 	Ophélie Kleerekoper Née en 1974 à Boulogne-Billancourt 	Dieu m'a donné la foi ,  Le feu qui m'attise , Shame on U 	Image: <img src=http://www.quizypedia.fr/site_media/images/263/263854542806.jpeg>		
Diam's 	Chanteuses françaises nées entre 1955 et 1980 	Mélanie Georgiades Née le 25 juillet 1980 à Nicosie (Chypre) 	La Boulette , Jeune Demoiselle , Marine 			
Olivia Ruiz 	Chanteuses françaises nées entre 1955 et 1980 	Olivia Blanc Née en 1980 à Carcassonne 	La femme chocolat , J'traîne des pieds 	Image: <img src=http://www.quizypedia.fr/site_media/images/470/470161300037.jpeg>		
Zaz 	Chanteuses françaises nées entre 1955 et 1980 	Isabelle Geffroy Née en 1980 à Tours 	Je veux , On ira 	"Image: <img src=""http://www.quizypedia.fr/site_media/images/959/959084041485.jpeg"">"		
Chimène Badi 	Chanteuses françaises nées à partir de 1982 	Née en 1982 à Melun Entre nous , Je viens du sud 	Image: <img src=http://www.quizypedia.fr/site_media/images/043/043570761341.jpeg>			
Elodie Frégé 	Chanteuses françaises nées à partir de 1982 	Née en 1982 à Cosne-Cours-sur-Loire (Nièvre) De l'eau , La Ceinture , La Fille de l'après-midi 	Image: <img src=http://www.quizypedia.fr/site_media/images/093/093575242180.jpeg>			
Jenifer 	Chanteuses françaises nées à partir de 1982 	Née en 1982 à Nice Au soleil , J'attends l'amour , Ma Révolution 	Image: <img src=http://www.quizypedia.fr/site_media/images/263/263232610805.jpeg>			
Nolwenn Leroy 	Chanteuses françaises nées à partir de 1982 	Née en 1982 à Saint-Renan (Finistère) Cassé , Tri Martolod , Gemme 	Image: <img src=http://www.quizypedia.fr/site_media/images/280/280628854867.jpeg>			
Lorie 	Chanteuses françaises nées à partir de 1982 	Née en 1982 au Plessis-Bouchard (Val-d'Oise) Je serai (ta meilleure amie) , J'ai besoin d'amour , La Positive Attitude 	Image: <img src=http://www.quizypedia.fr/site_media/images/420/420439939949.jpeg>			
Alizée 	Chanteuses françaises nées à partir de 1982 	Née en 1984 à Ajaccio Moi... Lolita , J'en ai marre ! , J'ai pas vingt ans ! 	Image: <img src=http://www.quizypedia.fr/site_media/images/940/940888727750.jpeg>			
Amel Bent 	Chanteuses françaises nées à partir de 1982 	Née en 1985 à Paris Ma philosophie , Ne retiens pas tes larmes , Où je vais 	Image: <img src=http://www.quizypedia.fr/site_media/images/048/048580924741.jpeg>			
Shy'm 	Chanteuses françaises nées à partir de 1982 	Née en 1985 à Trappes Et alors ! , Si tu savais 	Image: <img src=http://www.quizypedia.fr/site_media/images/683/683749942050.jpeg>			
Christine and the Queens 	Chanteuses françaises nées à partir de 1982 	Née en 1988 à Nantes Saint-Claude , Christine 	Image: <img src=http://www.quizypedia.fr/site_media/images/418/418409709742.jpeg>			
Joyce Jonathan 	Chanteuses françaises nées à partir de 1982 	Née en 1989 à Levallois-Perret (Hauts-de-Seine) Je ne sais pas , Ça ira , Les Filles d'aujourd'hui (en duo avec  Vianney) 	Image: <img src=http://www.quizypedia.fr/site_media/images/437/437311203589.jpeg>			
Tal 	Chanteuses françaises nées à partir de 1982 	Née en 1989 en Israël Le Sens de la Vie , Je prends le large 	Image: <img src=http://www.quizypedia.fr/site_media/images/418/418928126547.jpeg>			
Jain 	Chanteuses françaises nées à partir de 1982 	Née en 1992 à Toulouse Come , Makeba 	Image: <img src=http://www.quizypedia.fr/site_media/images/735/735341991768.jpeg>			
Louane 	Chanteuses françaises nées à partir de 1982 	Née en 1996 à Hénin-Beaumont Jour 1 ,  Avenir , Maman 	Image: <img src=http://www.quizypedia.fr/site_media/images/470/470090462215.jpeg>			
Marina Kaye 	Chanteuses françaises nées à partir de 1982 	Née en 1998 à Marseille Homeless , Mon Everest (en duo avec Soprano) 	Image: <img src=http://www.quizypedia.fr/site_media/images/029/029871303811.jpeg>			
A l'Ouest rien de nouveau 	Oscars du meilleur film  	Lors de la Première Guerre mondiale, Paul Bäumer et ses amis de classe d'un lycée allemand se décident à s'enrôler volontairement pour répondre aux harangues patriotiques de leur professeur. 	Lewis Milestone Louis Wolheim, Lew Ayres, John Wray 	1930 		
Les Révoltés du Bounty 	Oscars du meilleur film  	L'histoire évoque la mutinerie menée par Fletcher Christian en 1789 face au capitaine Bligh. 	Frank Lloyd Clark Gable, Charles Laughton 	1936 		
Autant en emporte le vent 	Oscars du meilleur film  	L'histoire de la jeune Scarlett O'Hara et du cynique Rhett Butler sur fond de guerre de Sécession. 	Victor Fleming Clark Gable, Vivien Leigh 	1940 		
Rebecca 	Oscars du meilleur film  	Même morte, une femme continue d'avoir une emprise considérable sur celui qui fut son mari ainsi que sur sa nouvelle épouse et leur gouvernante. 	Alfred Hitchcock Laurence Olivier, Joan Fontaine, Judith Anderson 	1941 		
Qu'elle était verte ma vallée 	Oscars du meilleur film  	La vie des mineurs du Pays de Galles vue à travers une famille profondément unie sous l'autorité du patriarche et par le biais du regard d'un enfant. 	John Ford Walter Pidgeon, Maureen O'Hara, Donald Crisp, Roddy McDowall 	1942 		
Casablanca 	Villes du Maroc 	"Cette ville, dont le nom signifie ""maison blanche"", est la ville la plus peuplée du Maghreb. On y trouve la célèbre mosquée Hassan-II. Dans le centre-ouest du Maroc, sur la côte atlantique, dans la région de la Chaouia. "	Michael Curtiz Humphrey Bogart, Ingrid Bergman 	1944 		
Un Américain à Paris 	Oscars du meilleur film  	Une riche héritière s'éprend de Jerry Mulligan, un jeune peintre américain. Mais celui-ci tombe amoureux de Lise qui est elle-même promise à un autre homme. 	Vincente Minnelli Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary 	1952 		
Sous le plus grand chapiteau du monde 	Oscars du meilleur film  	Afin d'équilibrer l'important budget de son cirque gigantesque, Brad Braden engage un trapéziste de renom, le grand Sebastian. 	Cecil B. DeMille Charlton Heston, Betty Hutton, Cornel Wilde 	1953 		
Tant qu'il y aura des hommes 	Oscars du meilleur film  	Un ancien boxeur est appelé à remonter sur le ring par le capitaine de la caserne de Schofield afin de défendre l'honneur des soldats. 	Fred Zinnemann Burt Lancaster, Montgomery Clift, Deborah Kerr, Frank Sinatra 	1954 		
Sur les quais 	Oscars du meilleur film  	Un jeune docker, Terry Malloy, ancien boxeur, est manipulé par son frère, avocat du syndicat des dockers dirigé par le crapuleux Johnny Friendly. 	Elia Kazan Marlon Brando, Karl Malden, Eva Marie Saint 	1955 		
Le Pont de la rivière Kwaï 	Oscars du meilleur film  	Le colonel Saïto commande un camp japonais de prisonniers de guerre en Birmanie.  Il reçoit un nouveau groupe de prisonniers britanniques. 	David Lean William Holden, Alec Guinness 	1958 		
Ben-Hur 	Oscars du meilleur film  	Un prince de Judée retrouve son ami d'enfance, venu prendre la tête de la garnison de Jérusalem. Leur amitié ne peut résister à leurs caractères différents. 	William Wyler Charlton Heston, Stephen Boyd, Haya Harareet 	1960 		
West Side Story 	Oscars du meilleur film  	A New York, dans les années 1950, deux gangs de rue rivaux - les Jets et les Sharks - font la loi. 	Robert Wise, Jerome Robbins Natalie Wood, Richard Beymer, George Chakiris 	1962 		
Lawrence d’Arabie 	Oscars du meilleur film  	Pendant la Première Guerre mondiale, un officier du Royaume-Uni conseille aux Arabes de se révolter contre les Turcs de l'Empire ottoman et de fonder une nation arabe indépendante moderne. 	David Lean Peter O'Toole, Omar Sharif, Alec Guinness, Anthony Quinn 	1963 		
My Fair Lady 	Oscars du meilleur film  	"Eliza Doolittle, une pauvre fleuriste cockney, demande au professeur Higgins, qui se moque de son langage ""primaire"", des leçons de phonétique. "	George Cukor Audrey Hepburn, Rex Harrison 	1965 		
La Mélodie du bonheur 	Oscars du meilleur film  	Un veuf va voir sa tranquillité terriblement menacée par le charme d'une gouvernante engagée pour veiller sur sa nombreuse progéniture. 	Robert Wise Julie Andrews, Christopher Plummer, Eleanor Parker 	1966 		
Dans la chaleur de la nuit 	Oscars du meilleur film  	Virgil Tibbs est un policier noir d'abord accusé d'un meurtre qu'il tentera ensuite d'élucider malgré le shérif de la ville. 	Norman Jewison Sidney Poitier, Rod Steiger 	1968 		
French connection 	Oscars du meilleur film  	Deux enquêteurs new-yorkais enquêtent sur une filière française, dont l'un des relais serait une boutique de confiserie à Brooklyn. 	William Friedkin Gene Hackman, Fernando Rey, Roy Scheider 	1972 		
Le Parrain 	Oscars du meilleur film  	En 1945, à New York, les Corleone sont une des cinq familles de la mafia. 	Francis Ford Coppola Marlon Brando, Al Pacino, James Caan 	1973 		
L'Arnaque 	Oscars du meilleur film  	Une bande de trois personnes dépouille par hasard un convoyeur de fonds d'un grand bandit de la pègre de New York. 	George Roy Hill Paul Newman, Robert Redford 	1974 		
Vol au-dessus d'un nid de coucou 	Oscars du meilleur film  	Randle P. McMurphy se fait interner pour échapper à la prison alors qu'il est accusé de viol sur mineure. 	Milos Forman Jack Nicholson, Louise Fletcher 	1976 		
Rocky 	Oscars du meilleur film  	Un boxeur de seconde zone se voit offrir une chance unique de défier le champion du monde des poids lourds. 	John G. Avildsen Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers 	1977 		
Annie Hall 	Oscars du meilleur film  	Alvy Singer, incurable névrosé, tombe amoureux d'une jeune femme assez délurée. 	Woody Allen Woody Allen, Diane Keaton 	1978 		
Voyage au bout de l'enfer 	Oscars du meilleur film  	Trois ouvriers sidérurgistes, engagés dans la guerre du Viêt Nam, vont être marqués par l'atrocité de la guerre. 	Michael Cimino Robert De Niro, John Cazale, John Savage, Meryl Streep, Christopher Walken 	1979 		
Les Chariots de feu 	Oscars du meilleur film  	Histoire vécue de deux athlètes britanniques concourant aux Jeux olympiques d'été de 1924 à Paris. 	Hugh Hudson Ben Cross, Ian Charleson 	1982 		
Gandhi 	Oscars du meilleur film  	Film retraçant différents éléments célèbres de la lutte pour l'indépendance indienne à travers son personnage principal. 	Richard Attenborough Ben Kingsley, Candice Bergen 	1983 		
Amadeus 	Oscars du meilleur film  	Comprenant la menace que représente le jeune Mozart, Salieri essaie de l’évincer tout en l’approchant pour savoir pourquoi il est si doué. 	Milos Forman Tom Hulce, F. Murray Abraham 	1985 		
Out of Africa 	Oscars du meilleur film  	Une jeune Danoise décide de se marier et de s'embarquer pour le Kenya où elle tombera amoureuse de l'Afrique et d'un nouvel homme. 	Sydney Pollack Robert Redford, Meryl Streep 	1986 		
Platoon 	Oscars du meilleur film  	Le film raconte l'histoire de Chris Taylor engagé volontaire dans la guerre du Viêt Nam. D'abord enthousiaste, il est vite confronté à la réalité. 	Oliver Stone Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker 	1987 		
Rain Man 	Oscars du meilleur film  	Charlie Babbitt apprend que son défunt père a légué presque toute sa fortune à son frère aîné dont il ignorait l’existence, Raymond Babbitt, qui est autiste. 	Barry Levinson Dustin Hoffman, Tom Cruise 	1989 		
Miss Daisy et son chauffeur 	Oscars du meilleur film  	Une vieille dame juive vivant à Atlanta se retrouve dans l'incapacité de conduire sa voiture. Son fils décide d'embaucher un chauffeur. Son choix se porte sur un homme noir chrétien d'une cinquantaine d'années, volontaire et sympathique. 	Bruce Beresford Morgan Freeman, Jessica Tandy, Dan Aykroyd 	1990 		
Danse avec les loups 	Oscars du meilleur film  	Pendant la Guerre de Sécession, le lieutenant Dunbar se lie d'amitié avec la population sioux. 	Kevin Costner Kevin Costner, Mary McDonnell, Graham Greene 	1991 		
Le Silence des agneaux 	Oscars du meilleur film  	Clarice Starling, une jeune stagiaire du FBI, est désignée pour interroger Hannibal Lecter, un célèbre psychopathe cannibale. 	Jonathan Demme Jodie Foster, Anthony Hopkins 	1992 		
Impitoyable 	Oscars du meilleur film  	William Munny, redoutable hors-la-loi reconverti dans l'élevage va, à la demande d'un jeune tueur, reprendre du service pour venger une prostituée défigurée par un cow-boy sadique. 	Clint Eastwood Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris 	1993 		
La Liste de Schindler 	Oscars du meilleur film  	Un industriel allemand va protéger des juifs en les faisant travailler dans sa fabrique. 	Steven Spielberg Liam Neeson, Ben Kingsley, Ralph Fiennes 	1994 		
Forrest Gump 	Oscars du meilleur film  	"L'histoire mouvementée des États-Unis entre les années 1950 et les années 1980, à travers les yeux et le vécu d'un ""simple d'esprit"". "	Robert Zemeckis Tom Hanks, Robin Wright, Gary Sinise 	1995 		
Braveheart 	Oscars du meilleur film  	La vie romancée de William Wallace, héros et symbole de l'indépendance écossaise. 	Mel Gibson Mel Gibson, Sophie Marceau, Patrick McGoohan 	1996 		
Le Patient anglais 	Oscars du meilleur film  	En 1945, quatre personnes déchirées par la guerre se réfugient dans un monastère abandonné de Toscane. Peu à peu le passé va resurgir et la présence d'un homme mystérieux va bouleverser le destin de ceux qui croisent son chemin. 	Anthony Minghella Ralph Fiennes, Kristin Scott Thomas, Willem Dafoe, Juliette Binoche, Colin Firth 	1997 		
Titanic 	Oscars du meilleur film  	L'histoire de deux passagers d'un paquebot : Rose, passagère de première classe qui tente de se suicider et Jack, un vagabond. 	James Cameron Leonardo DiCaprio, Kate Winslet 	1998 		
Shakespeare in Love 	Oscars du meilleur film  	Un jeune poète et dramaturge croule sous les dettes. Il a promis à son commanditaire de lui livrer rapidement une nouvelle pièce. En réalité, il n'en a encore que le titre. Il ressent alors le besoin de trouver une muse. 	John Madden Joseph Fiennes, Gwyneth Paltrow 	1999 		
American Beauty 	Oscars du meilleur film  	La famille Burnham semble être une famille américaine ordinaire. Toutefois, le manque de communication et la frustration mènent vite à un dérèglement total. 	Sam Mendes Kevin Spacey, Annette Bening 	2000 		
Gladiator 	Oscars du meilleur film  	Le général romain Maximus est le plus fidèle soutien de l'empereur Marc Aurèle. Jaloux de son prestige, Commode prend le pouvoir et arrête Maximus. Ce dernier échappe à ses assassins et prépare sa vengeance. 	Ridley Scott Russell Crowe, Joaquin Phoenix 	2001 		
Un homme d'exception 	Oscars du meilleur film  	En 1947, John Forbes Nash Jr. est un brillant élève, qui élabore sa théorie économique des jeux à l'université de Princeton. Il est embauché pour décrypter les messages secrets d'espions russes mais il s'avère que John est schizophrène. 	Ron Howard Russell Crowe, Jennifer Connelly 	2002 		
Chicago 	Oscars du meilleur film  	Dans les années 20, une jeune femme, qui rêve de monter sur la scène de l'Onyx Club, est accusée du meurtre de son amant indélicat et envoyée en prison. Derrière les barreaux, elle retrouve celle qu'elle admire, une chanteuse de jazz. 	Rob Marshall Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Queen Latifah, John C. Reilly 	2003 		
Le Seigneur des anneaux : Le Retour du roi 	Oscars du meilleur film  	Les armées de Sauron ont attaqué Minas Tirith, la capitale de Gondor. Jamais ce royaume autrefois puissant n'a eu autant besoin de son roi. 	Peter Jackson Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom 	2004 		
Million Dollar Baby 	Oscars du meilleur film  	Frankie dirige une petite salle de boxe avec son meilleur ami. Leur quotidien est bouleversé par l'arrivée d'une jeune boxeuse déterminée mais maladroite. 	Clint Eastwood Hilary Swank, Clint Eastwood, Morgan Freeman 	2005 		marked
Collision 	Oscars du meilleur film  	Les fêtes de fin d'année se préparent à Los Angeles. Un vol de voiture, un accident de la route. Des individus de couches sociales et ethniques différentes sont amenés à se croiser. 	Paul Haggis Sandra Bullock, Don Cheadle, Matt Dillon 	2006 		
Les Infiltrés 	Oscars du meilleur film  	À Boston, une lutte sans merci oppose la police à la pègre irlandaise. Pour mettre fin au règne du parrain Frank Costello, la police infiltre son gang. 	Martin Scorsese Leonardo DiCaprio, Matt Damon, Mark Wahlberg, Jack Nicholson 	2007 		
No Country for Old Men 	Oscars du meilleur film  	Alors qu'il chasse près de la frontière du Mexique, un homme découvre les cadavres de trafiquants et une mallette contenant deux millions de dollars. Il se retrouve poursuivi par Anton Chigurh, tueur à gages psychopathe, et par le shérif Bell. 	Joel et Ethan Coen Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson 	2008 		
Slumdog Millionaire 	Oscars du meilleur film  	"Jamal Malik, orphelin vivant dans les taudis de Mumbai, est sur le point de remporter la somme de 20 millions de roupies lors de la version indienne de l'émission ""Qui veut gagner des millions ?"". La police l'arrête sur un soupçon de tricherie. "	Danny Boyle Dev Patel, Freida Pinto, Anil Kapoor 	2009 		
Tintin au pays des Soviets 	Les albums de Tintin  	Tintin part comme reporter en Russie pour tenir les lecteurs du journal Le Petit Vingtième au courant de ce qui se passe en Union Soviétique. Tout premier album des Aventures de Tintin. 				
Tintin au Congo 	Les albums de Tintin  	Devenu sorcier au royaume de Babaoro'm, Tintin déjoue les pièges d'une bande de gangsters qui souhaite contrôler une production de diamants en Afrique. L'Afrique, représentée de manière naïve, reflète l'esprit paternaliste d'une Belgique colonialiste au début des années 1930. 				
Tintin en Amérique 	Les albums de Tintin  	Tintin confirme sa vocation de redresseur de torts, en s'opposant au mafioso Al Capone et aux gangsters de Chicago. On y voit pour la première fois un personnage ressemblant à Rastapopoulos, ennemi numéro 1 de Tintin. 				
Les Cigares du Pharaon 	Les albums de Tintin  	Tintin part sur les traces de trafiquants d'opium à travers l'Égypte et l'Inde. Premier album dans lequel apparaissent les Dupond et Dupont. 				
Le Lotus bleu 	Les albums de Tintin  	Tintin s'engage à démanteler le trafic d'opium international qui sévit en Chine. Première apparition du personnage de Tchang. 				
L'Oreille cassée 	Les albums de Tintin  	Tintin s'embarque pour l'Amérique du Sud afin de récupérer un fétiche volé : une statuette Arumbaya. Hergé situe l'action dans la république imaginaire de San Theodoros. 				
L'Île Noire 	Les albums de Tintin  	Tintin s'oppose au fourbe docteur Müller. Ce dernier a organisé un vaste trafic de fausse monnaie en Écosse. Hergé y met en scène un gorille nommé Ranko qui rappelle King Kong. 				
Le Sceptre d'Ottokar 	Les albums de Tintin  	La découverte d'une serviette oubliée sur un banc conduit Tintin à Prague, puis en Syldavie. Tintin va sauver la Syldavie et sa monarchie d'un coup d'État fasciste. Hergé y crée un Etat imaginaire : la Syldavie. 				
Le Crabe aux pinces d'or 	Les albums de Tintin  	En Afrique du Nord, Tintin déjoue les plans d'une bande de malfaiteurs qui dissimulaient de l'opium dans des boîtes de conserve. Premier album dans lequel apparaît le Capitaine Haddock. 				
L'Étoile mystérieuse 	Les albums de Tintin  	Tintin et quelques savants européens partent pour l'océan Arctique, où s'est écrasé un aérolithe contenant un métal inconnu. L'expédition en bateau est menée par le capitaine Haddock sur le navire Aurore. 				
Le Secret de La Licorne 	Les albums de Tintin  	Le capitaine Haddock retrouve la trace de son ancêtre, le chevalier de Hadoque, qui est le dépositaire d'un fabuleux trésor. Apparition du château de Moulinsart, inspiré du château de Cheverny. 				marked
Le Trésor de Rackham le Rouge 	Les albums de Tintin  	"Suite de l'album ""Le secret de la Licorne"". Première apparition de Tryphon Tournesol. "				
Les 7 Boules de cristal 	Les albums de Tintin  	Des savants sont frappés de léthargie à leur retour d'une expédition dans les Andes. Le professeur Tournesol ayant disparu, Tintin et le Capitaine Haddock partent à sa recherche. On y trouve la momie de Rascar Capac. 				
Le Temple du Soleil 	Les albums de Tintin  	Tintin s'envole pour le Pérou à la recherche du professeur Tournesol. Celui-ci a involontairement commis un sacrilège qui le destine au châtiment suprême. Tintin est aidé par un jeune indien quechua, Zorrino. 				
Tintin au pays de l'or noir 	Les albums de Tintin  	Le marché est envahi par de l’essence frelatée qui fait littéralement exploser les moteurs. Tintin embarque alors pour faire son enquête au Moyen-Orient. On y trouve le jeune prince Abdallah, archétype de l'enfant insupportable. 				
Objectif Lune 	Les albums de Tintin  	Tournesol invite Tintin à le rejoindre en Syldavie où il travaille sur le plus grand projet du siècle : l'envoi d'une fusée sur la Lune. Premier des deux albums qui emmènera Tintin sur la Lune. 				
On a marché sur la Lune 	Les albums de Tintin  	Album poursuivant l'aventure initiée dans Objectif Lune. L'album fut publié 15 ans avant le premier pas sur la Lune de Neil Armstrong. 				
L'Affaire Tournesol 	Les albums de Tintin  	Le professeur Tournesol vient de mettre au point une nouvelle arme utilisant les ultrasons, qui détruit les objets en verre. Il se fait enlever par les Bordures. La couverture de cet album est délimitée par une représentation de verre brisé. 				
Coke en stock 	Les albums de Tintin  	Tintin découvre un trafic d'esclaves initié par le marquis Di Gorgonzola, trafic qui sera finalement démantelé. Album mettant en scène le marquis Di Gorgonzola, qui n'est autre que Rastapopoulos. 				
Tintin au Tibet 	Les albums de Tintin  	Histoire d'amitié décrivant la recherche désespérée à laquelle Tintin se livre pour retrouver son ami Tchang. Album dans lequel on voit le moine Foudre-Bénie en lévitation. 				
Les Bijoux de la Castafiore 	Les albums de Tintin  	A Moulinsart, la Castafiore arrive alors que le capitaine Haddock a invité des Tsiganes à s'installer non loin du château. La rumeur d'un mariage entre la cantatrice et le capitaine commence à courir. Une émeraude sera retrouvée dans le nid d'une pie (voleuse !). 				
Vol 714 pour Sydney 	Les albums de Tintin  	Tintin embarque dans l'avion du milliardaire Laszlo Carreidas mais l'appareil est détourné. Hergé s'est inspiré de Marcel Dassault pour le personnage du milliardaire. 				
Tintin et les Picaros 	Les albums de Tintin  	Au San Theodoros, la Castafiore et les Dupondt sont arrêtés par le régime du général Tapioca. Dernier album achevé par Hergé. 				
Tintin et l'Alph-art 	Les albums de Tintin  	Alors qu'il enquête sur l'assassinat d'un propriétaire d’une galerie d’art, Tintin découvre un trafic de faux tableaux étroitement lié à une secte Album inachevé des Aventures de Tintin. 				
James Brown 	Les surnoms des chanteurs anglophones 	Mister Dynamite 				
Ray Charles 	Les surnoms des chanteurs anglophones 	The Genius 				
Johnny Clegg 	Les surnoms des chanteurs anglophones 	Le Zoulou blanc 				
Michael Jackson 	Les surnoms des chanteurs anglophones 	The King of pop, Bambi 				
Bob Marley 	Les surnoms des chanteurs anglophones 	Tuff Gong 				
Dean Martin 	Les surnoms des chanteurs anglophones 	The King of Cool 				
Jim Morrison 	Les surnoms des chanteurs anglophones 	Le roi Lézard 				
Iggy Pop 	Les surnoms des chanteurs anglophones 	L'Iguane 				
Elvis Presley 	Les surnoms des chanteurs anglophones 	The King 				
Frank Sinatra 	Les surnoms des chanteurs anglophones 	The Voice 				
Bruce Springsteen 	Les surnoms des chanteurs anglophones 	The Boss 				
Barry White 	Les surnoms des chanteurs anglophones 	Le Maestro de l'amour 				
50' mn Inside 	Programmes diffusés sur TF1 	Emission qui présente une succession de reportages sur la vie des stars. Nikos Aliagas 				
Automoto 	Programmes diffusés sur TF1 	Emission traitant des sports mécaniques, la plus ancienne actuellement diffusée sur TF1. Jean-Pierre Gagick 				
Danse avec les stars 	Programmes diffusés sur TF1 	Des célébrités sont associées à des professionnels de la danse et  se produisent en vue d'être jugées par un jury de professionnels d'une part et par le public d'autre part. Camille Combal 				
Koh-Lanta 	Programmes diffusés sur TF1 	Les candidats doivent survivre sur une île inhabitée et s'affronter lors d'épreuves de confort ou d'immunité. C'est à eux de trouver de la nourriture, de s'abriter et d'entretenir le feu. Denis Brogniart 				
