#separator:tab
#html:true
#tags column:7
Kilogramme 	Les 7 unités de base du système international 	kg Masse 	A partir de mai 2019, cette unité est définie en fonction de la valeur numérique fixée de la constante de Planck. 	Masse d'un litre d'eau 		
Centre du cercle inscrit 	Vocabulaire du triangle 	"Point d&#x27;intersection des bissectrices d&#x27;un triangle "				
Orthocentre 	Vocabulaire du triangle 	"Point d&#x27;intersection des hauteurs d&#x27;un triangle "				
Centre de gravité 	Vocabulaire du triangle 	"Point d&#x27;intersection des médianes d&#x27;un triangle "				
Cercle circonscrit 	Vocabulaire du triangle 	"Cercle qui passe par les trois sommets d&#x27;un triangle "				
Cercle inscrit 	Vocabulaire du triangle 	"Cercle qui est tangent aux trois côtés d&#x27;un triangle "				
"Cercle d&#x27;Euler "	Vocabulaire du triangle 	"Cercle aussi connu sous le nom de cercle aux neuf points car il passe par autant de points remarquables d&#x27;un triangle "				
"Droite d&#x27;Euler "	Vocabulaire du triangle 	"Droite qui passe par l&#x27;orthocentre, le centre de gravité et le centre du cercle circonscrit "				
Clément Ader 	"Pionniers de l&#x27;aviation "	"Ingénieur français qui aurait réalisé le premier vol d&#x27;un engin motorisé sur l&#x27;Eole. 1890 "				
Orville et Wilbur Wright 	"Pionniers de l&#x27;aviation "	"Frères américains ayant effectué le premier vol motorisé contrôlé, à Kitty Hawk (Etats-Unis), sur le Flyer , utilisation d&#x27;un rail de projection et d&#x27;une catapulte. 1903 "				
Traian Vuia 	"Pionniers de l&#x27;aviation "	Inventeur roumain auteur du premier vol motorisé contrôlé et autopropulsé. 1906 				
Alberto Santos-Dumont 	"Pionniers de l&#x27;aviation "	"Inventeur franco-brésilien ayant réalisé le premier record du monde d&#x27;aviation officiel sur le 14 Bis (220 m en 21 s). 1906 "				
Louis Blériot 	"Pionniers de l&#x27;aviation "	Ingénieur français ayant réalisé la première traversée de la Manche en avion. 1909 				
Henri Fabre 	"Pionniers de l&#x27;aviation "	"Ingénieur français ayant fait décoller le premier hydravion, le Canard, sur l&#x27;étang de Berre. 1910 "				
Roland Garros 	"Pionniers de l&#x27;aviation "	Aviateur français ayant réalisé la première traversée en avion de la Méditerranée. 1913 				
Gago Coutinho et Sacadura Cabral 	"Pionniers de l&#x27;aviation "	"Officiers de la Marine portugaise ayant réalisé la première traversée de l&#x27;Atlantique sud (Lisbonne-Rio de Janeiro). 1922 "				
Charles Nungesser et François Coli 	"Pionniers de l&#x27;aviation "	Aviateurs français disparus lors de leur tentative de traversée de l'Atlantique, à bord de l'Oiseau blanc, deux semaines avant la réussite de Lindbergh. 1927 				
Charles Lindbergh 	"Pionniers de l&#x27;aviation "	"Aviateur américain ayant réalisé la première traversée sans escale de l&#x27;Atlantique nord (New York-Le Bourget) en solitaire sur le Spirit of Saint-Louis. 1927 "				
Jean Mermoz 	"Pionniers de l&#x27;aviation "	"Aviateur français ayant effectué la première traversée de l&#x27;Atlantique sud pour l&#x27;Aéropostale , disparu plus tard sur la Croix-du-Sud. 1930 "				
Hélène Boucher 	"Pionniers de l&#x27;aviation "	Aviatrice française ayant décroché le record du monde de vitesse sur 100 km avec 412 km/h et sur 1000 km avec 409 km/h. 1934 				
Jacqueline Auriol 	"Pionniers de l&#x27;aviation "	Première Européenne à franchir le mur du son. 1953 				
Axone 	Le système nerveux : vocabulaire général 	Prolongement unique d’un neurone qui permet le passage de l’information sous forme d’impulsions électriques. 				
Cellules gliales 	Le système nerveux : vocabulaire général 	"Cellules qui forment l&#x27;environnement des neurones , produisent notamment la myéline. "				
Dendrite 	Le système nerveux : vocabulaire général 	"Prolongement généralement multiple d&#x27;un neurone qui le relie à d&#x27;autres neurones. "				
Ganglion 	Le système nerveux : vocabulaire général 	Regroupement de corps cellulaires de neurones et de leurs dendrites. 				
Myéline 	Le système nerveux : vocabulaire général 	"Substance qui entoure les axones, les protège et permet d&#x27;accélérer la vitesse de propagation du signal électrique. "				
Nerf 	Le système nerveux : vocabulaire général 	"Filament constitué par un ensemble d&#x27;axones et responsable de la transmission dans le corps des sensations et des impulsions motrices. "				
Nerf moteur (ou efférent) 	Le système nerveux : vocabulaire général 	Nerf transportant un influx nerveux depuis le système nerveux central vers un muscle. 				
Nerf sensitif (ou afférent) 	Le système nerveux : vocabulaire général 	Nerf transportant un influx nerveux depuis un récepteur sensoriel vers le système nerveux central. 				
Neurone 	Le système nerveux : vocabulaire général 	Cellule de base du système nerveux. 				
Neurotransmetteur 	Le système nerveux : vocabulaire général 	"Substance chimique libérée par les neurones au niveau des synapses et permettant la transmission d&#x27;un signal. "				
Plexus 	Le système nerveux : vocabulaire général 	Groupe interconnecté de ganglions. 				
Synapse 	Le système nerveux : vocabulaire général 	Zone de quasi-contact qui permet la transmission d’un signal chimique entre deux neurones. 				
Cuivre 	Métaux lourds 	Cu 29 	"Métal de couleur orange, il est le plus ancien métal utilisé par l&#x27;homme. Sa densité est de 8,96 et son numéro atomique est 29. Sa conductivité électrique est très élevée. "			
Plomb 	Métaux lourds 	Pb 82 	"Métal de couleur grisâtre, il est souvent considéré comme le symbole de la lourdeur, à tort, car sa densité n&#x27;est &quot;que&quot; de 11,35. Son numéro atomique est 82. Il est toxique et responsable du saturnisme. "			
Fer 	Métaux lourds 	Fe 26 	Métal le plus connu et le plus courant dans la vie quotidienne. Sa densité est de 7,87,  sa couleur le blanc argenté et son numéro atomique 26. 			
Zinc 	Métaux lourds 	Zn 30 	"Métal de couleur gris-bleu, de densité 7,14 et de numéro atomique 30. On l&#x27;utilise notamment dans la fabrication du bronze et du laiton. "			
Argent 	Métaux lourds 	Ag 47 	Métal précieux de couleur blanc argenté et de densité 10,5. Il est populairement assimilé à la monnaie et aux billets de banque. Numéro atomique 47. 			
Tungstène 	Métaux lourds 	W 74 	Métal gris-acier très dur et très lourd, de densité 19,3. Son symbole chimique provient de son nom allemand &quot;wolfram&quot;. Son nom est tiré du suédois et signifie &quot;lourde pierre&quot;. Numéro atomique 74. 			
Mercure 	Métaux lourds 	Hg 80 	Métal argenté brillant, seul métal liquide en conditions normales. De densité 13,55, son symbole chimique provient du latin &quot;hydrargyrum&quot; (argent liquide). Souvent associé à la température, son numéro atomique est 80. 			
Palladium 	Métaux lourds 	Pd 46 	Métal précieux gris argenté, il a une densité de 12,02. Son numéro atomique est 46. Il est surtout utilisé dans les convertisseurs catalytiques. 			
Or 	Métaux lourds 	Au 79 	Métal précieux jaune brillant, il symbolise la richesse et est souvent un élément de réserve pour les banques centrales. Métal malléable mais inaltérable, sa densité est 19,3 et son numéro atomique 79. 			
Platine 	Métaux lourds 	Pt 78 	"Métal de couleur blanc-gris, c&#x27;est le plus dense des métaux précieux. Sa densité est 21,45 et son numéro est 78. On l&#x27;utilise dans les pots catalytiques des véhicules, mais aussi dans les fausses dents. "			
Cochlée 	"Anatomie de l&#x27;oreille "	"Partie de l&#x27;oreille interne en forme de coquille d&#x27;escargot où se trouve l&#x27;organe récepteur de l&#x27;audition (organe de Corti). "				
Conque 	"Anatomie de l&#x27;oreille "	"Dépression centrale du pavillon de l&#x27;oreille. "				
Enclume 	"Anatomie de l&#x27;oreille "	"Os intermédiaire parmi les trois osselets de l&#x27;oreille moyenne. "				
Étrier 	"Anatomie de l&#x27;oreille "	"Le plus interne des trois osselets de l&#x27;oreille moyenne , également le plus petit et le plus léger des os du squelette. "				
Hélix 	"Anatomie de l&#x27;oreille "	"Repli qui forme le tour du pavillon de l&#x27;oreille. "				
Labyrinthe 	"Anatomie de l&#x27;oreille "	"Structure constituant l&#x27;oreille interne et comprenant un système osseux et un système membraneux. "				
Marteau 	"Anatomie de l&#x27;oreille "	"Le plus externe des trois osselets de l&#x27;oreille moyenne. "				
Organe de Corti 	"Anatomie de l&#x27;oreille "	Responsable de la perception auditive, cette structure, localisée dans la cochlée, baigne dans un liquide appelé endolymphe. 				
Pavillon 	"Anatomie de l&#x27;oreille "	"Partie extérieure visible de l&#x27;oreille. "				
Tragus 	"Anatomie de l&#x27;oreille "	Petite saillie située devant le conduit auditif externe et protégeant celui-ci. 				
"Trompe d&#x27;Eustache "	"Anatomie de l&#x27;oreille "	"Canal de communication entre le pharynx et l&#x27;oreille moyenne, permettant à l&#x27;air extérieur de pénétrer dans la caisse du tympan à chaque déglutition. "				
Tympan 	"Anatomie de l&#x27;oreille "	"Membrane qui sépare l&#x27;oreille moyenne du conduit auditif externe et qui transmet aux osselets de l&#x27;oreille moyenne les vibrations de l&#x27;air. "				
Vestibule 	"Anatomie de l&#x27;oreille "	"Cavité de l’oreille interne impliquée dans l&#x27;équilibre. "				
Isaac Newton 	Scientifiques britanniques nés avant 1800 	Savant anglais notamment connu pour sa théorie de la gravitation universelle. Isaac Newton 				
Edmond Halley 	Scientifiques britanniques nés avant 1800 	Astronome et océanologue anglais notamment connu pour avoir laissé son nom à une comète. Edmond Halley 				
Henry Cavendish 	Scientifiques britanniques nés avant 1800 	Physicien et chimiste anglais ayant notamment isolé l'hydrogène et calculé la constante gravitationnelle				
Joseph Priestley 	Scientifiques britanniques nés avant 1800 	Chimiste et physicien anglais qui fut le premier à isoler l'oxygène (qui fut cependant baptisé par Antoine Lavoisier).				
James Watt 	Scientifiques britanniques nés avant 1800 	"Ingénieur écossais ayant amélioré la machine à vapeur , a laissé son nom à l&#x27;unité de puissance du Système International. James Watt "				
William Herschel 	Scientifiques britanniques nés avant 1800 	"Astronome britannique d&#x27;origine allemande qui découvrit la planète Uranus et le rayonnement infrarouge. William Herschel "				
Michael Faraday 	Scientifiques britanniques nés avant 1800 	"Physicien et chimiste anglais ayant apporté une contribution majeure à l&#x27;étude de l&#x27;électromagnétisme , a inspiré le nom de l&#x27;unité de capacité électrique du Système International. Michael Faraday "				
Charles Babbage 	Scientifiques britanniques nés avant 1800 	Mathématicien et inventeur anglais précurseur de l'informatique grâce à sa description de l'ordinateur.&nbsp;				
Charles Darwin 	Scientifiques britanniques nés après 1800 	"Naturaliste anglais à l&#x27;origine de la théorie de l&#x27;évolution et de la sélection naturelle , auteur de &lt;i&gt;De l&#x27;origine des espèces&lt;/i&gt;. 1809 à Shrewsbury-1882 à Downe "				
Ada Lovelace 	Scientifiques britanniques nés après 1800 	"Mathématicienne anglaise dont on considère qu&#x27;elle a écrit le premier programme informatique de l&#x27;histoire. 1815 à Londres-1852 à Londres "				
George Boole 	Scientifiques britanniques nés après 1800 	Mathématicien anglais créateur de la logique mathématique moderne. 1815 à Lincoln-1864 à Ballintemple 				
James Prescott Joule 	Scientifiques britanniques nés après 1800 	"Physicien anglais ayant notamment étudié la chaleur , a laissé son nom à l&#x27;unité d&#x27;énergie, de travail et de quantité de chaleur du Système International. 1818 à Salford-1889 à Sale "				
William Thomson (Lord Kelvin) 	Scientifiques britanniques nés après 1800 	"Physicien britannique d&#x27;origine irlandaise ayant travaillé dans le domaine de la thermodynamique et introduit la notion de zéro absolu , a laissé son nom à l&#x27;unité de température du Système International. 1824 à Belfast-1907 à Largs "				
James Clerk Maxwell 	Scientifiques britanniques nés après 1800 	"Physicien et mathématicien écossais ayant fourni un modèle de l&#x27;électromagnétisme unifié grâce à 4 équations portant son nom. 1831 à Edimbourg-1879 à Cambridge "				
Ernest Rutherford 	Scientifiques britanniques nés après 1800 	Physicien et chimiste néo-zélandais naturalisé britannique considéré comme le père de la physique nucléaire , mit notamment en évidence les rayonnements alpha et bêta. 1871 à Brightwater-1937 à Cambridge 				
Alexander Fleming 	Scientifiques britanniques nés après 1800 	"Médecin et biologiste écossais célèbre pour sa découverte d&#x27;une substance antibiotique appelée pénicilline. 1881 à Lochfield Farm-1955 à Londres "				
Alan Turing 	Scientifiques britanniques nés après 1800 	Mathématicien anglais qui décrivit les concepts de base de la science informatique , participa au décryptage de la machine Enigma pendant la Seconde Guerre mondiale. 1912 à Londres-1954 à Wilmslow 				
Peter Higgs 	Scientifiques britanniques nés après 1800 	Physicien britannique ayant laissé son nom à une particule de type boson. Né en 1929 à Wallsend 				
Stephen Hawking 	Scientifiques britanniques nés après 1800 	Physicien et cosmologiste anglais ayant notamment travaillé sur les trous noirs , grand vulgarisateur, il a publié &lt;i&gt;Une brève histoire du temps&lt;/i&gt;. 1942 à Oxford-2018 à Cambridge 				
Angiologie 	Spécialités médicales  	Vaisseaux 				
Cardiologie 	Spécialités médicales  	Cœur 				
Contactologie 	Spécialités médicales  	Lentilles pour corriger la vue 				
Dermatologie 	Spécialités médicales  	Peau 				
Endocrinologie 	Spécialités médicales  	Hormones 				
Hématologie 	Spécialités médicales  	Sang 				
Hépato-gastro-entérologie 	Spécialités médicales  	Appareil digestif 				
Immunologie 	Spécialités médicales  	Système immunitaire 				
Néphrologie 	Spécialités médicales  	Reins 				
Neurologie 	Spécialités médicales  	Système nerveux 				
Odontologie 	Spécialités médicales  	Dents 				
Ophtalmologie 	Spécialités médicales  	Yeux 				
Orthopédie 	Spécialités médicales  	Appareil locomoteur 				
Oto-rhino-laryngologie 	Spécialités médicales  	Oreilles, nez, gorge 				
Pneumologie 	Spécialités médicales  	Plèvre, bronches, poumons 				
Stomatologie 	Spécialités médicales  	Bouche 				
Urologie 	Spécialités médicales  	Appareil urinaire 				
Addictologie 	Spécialités médicales  	Étude et prise en charge des dépendances 				
Allergologie 	Spécialités médicales  	Étude et prise en charge des allergies 				
Andrologie 	Spécialités médicales  	Étude et prise en charge des maladies spécifiques au sexe masculin 				
Gériatrie 	Spécialités médicales  	Étude et prise en charge des maladies spécifiques aux personnes âgées 				
Gynécologie 	Spécialités médicales  	Étude et prise en charge des maladies spécifiques au sexe féminin 				
Médecine générale 	Spécialités médicales  	"Prise en charge du suivi et des soins généraux d&#x27;une population "				
Médecine interne 	Spécialités médicales  	"Étude et prise en charge des maladies systémiques, c&#x27;est-à-dire n&#x27;entrant pas dans le champ d&#x27;une seule spécialité "				
Médecine légale 	Spécialités médicales  	"Recherche des causes de la mort sur un cadavre ou des causes d&#x27;une lésion corporelle. "				
Médecine nucléaire 	Spécialités médicales  	Ensemble des applications médicales de la radioactivité. 				
Néonatologie 	Spécialités médicales  	"Étude et prise en charge des enfants d&#x27;un âge inférieur à 28 jours "				
Obstétrique 	Spécialités médicales  	"Étude et prise en charge de la grossesse et de l&#x27;accouchement "				
Oncologie 	Spécialités médicales  	Médecine des cancers 				
Pédiatrie 	Spécialités médicales  	Étude et prise en charge des maladies spécifiques aux enfants 				
Psychiatrie 	Spécialités médicales  	Étude et prise en charge des troubles du comportement 				
Toxicologie 	Spécialités médicales  	Étude et prise en charge des empoisonnements et intoxications 				
Traumatologie 	Spécialités médicales  	Étude et prise en charge des patients ayant subi de graves blessures 				
Vénérologie 	Spécialités médicales  	Étude et prise en charge des maladies sexuellement transmissibles 				
CD-ROM 	Sigles et acronymes en informatique 	Compact Disc - Read Only Memory 	Support utilisé pour stocker des données sous forme numérique dont le successeur est le DVD. 			
CODEC 	Sigles et acronymes en informatique 	Codage / Décodage 	Dispositif capable de compresser ou décompresser un signal numérique. 			
DVD 	Sigles et acronymes en informatique 	Digital Versatile Disc 	Support de sauvegarde et stockage de données numériques, vidéos notamment, dont le successeur est le blu-ray. 			
FAI 	Sigles et acronymes en informatique 	"Fournisseur d&#x27;Accès à Internet "	Organisme offrant un accès à Internet. 			
FAQ 	Sigles et acronymes en informatique 	Frequently Asked Questions 	Liste faisant la synthèse des questions posées de manière récurrente sur un sujet donné, accompagnées des réponses correspondantes. 			
IP 	Sigles et acronymes en informatique 	Internet Protocol 	Protocole informatique de communication conçu pour un usage spécifique à Internet. 			
LCD 	Sigles et acronymes en informatique 	Liquid Cristal Display 	Écran plat permettant un affichage à cristaux liquides. 			
MODEM 	Sigles et acronymes en informatique 	Modulateur-démodulateur 	"Périphérique servant à communiquer avec des utilisateurs distants par l&#x27;intermédiaire d&#x27;un réseau analogique. "			
MP3 	Sigles et acronymes en informatique 	MPEG-1/2 Audio Layer 3 	"Format de compression audio pour lequel la perte en qualité des données est plutôt faible pour l&#x27;auditeur. "			
P2P 	Sigles et acronymes en informatique 	Peer-to-Peer 	Modèle de réseau informatique proche du modèle client-serveur mais où chaque client est aussi un serveur. 			
PIXEL 	Sigles et acronymes en informatique 	Picture Element 	"Unité de base permettant de mesurer la définition d&#x27;une image numérique. "			
WI-FI 	Sigles et acronymes en informatique 	Wireless Fidelity 	Ensemble de protocoles de communication sans fil permettant de mettre en réseau (via des ondes) plusieurs appareils informatiques. 			
Achromatopsie 	"Maladies de l&#x27;œil et troubles de la vision "	Absence totale de vision des couleurs. 				
Amblyopie 	"Maladies de l&#x27;œil et troubles de la vision "	"Acuité visuelle basse et différence d&#x27;acuité entre les deux yeux qui ne peuvent pourtant pas être expliquées par une lésion organique. "				
Astigmatisme 	"Maladies de l&#x27;œil et troubles de la vision "	Défaut de vision généralement dû à la courbure de la cornée et provoquant une vision imprécise de près comme de loin, notamment la vision des lignes. 				
Cataracte 	"Maladies de l&#x27;œil et troubles de la vision "	Opacification partielle ou totale du cristallin. 				
Daltonisme 	"Maladies de l&#x27;œil et troubles de la vision "	"Anomalie héréditaire de la vision des couleurs (confusion fréquente entre le rouge et le vert). Le nom de la maladie est issu du nom d&#x27;un physicien britannique. "				
Diplopie 	"Maladies de l&#x27;œil et troubles de la vision "	Trouble de la vue qui fait voir en double les objets. 				
DMLA 	"Maladies de l&#x27;œil et troubles de la vision "	Maladie de la rétine provoquée par une dégénérescence progressive de la macula. 				
Glaucome 	"Maladies de l&#x27;œil et troubles de la vision "	"Maladie de l&#x27;œil caractérisée par une élévation de la pression intraoculaire avec atteinte de la tête du nerf optique et altération du champ visuel, pouvant aboutir à la cécité. "				
Héméralopie 	"Maladies de l&#x27;œil et troubles de la vision "	"Baisse de l&#x27;acuité visuelle quand la luminosité est faible. "				
Hypermétropie 	"Maladies de l&#x27;œil et troubles de la vision "	"Anomalie de la vision dans laquelle l&#x27;image tend à se former à l&#x27;arrière de la rétine. C&#x27;est le contraire de la myopie. "				
Myodésopsie 	"Maladies de l&#x27;œil et troubles de la vision "	"Opacité de taille, de forme et de consistance diverse présente dans l&#x27;humeur vitrée de l’œil. "				
Myopie 	"Maladies de l&#x27;œil et troubles de la vision "	"Trouble de la vision où la personne voit flou au loin. Nom tiré d&#x27;un mot grec signifiant &quot;à courte vue&quot;. "				
Presbytie 	"Maladies de l&#x27;œil et troubles de la vision "	"Trouble de la vision dû au vieillissement de l&#x27;œil qui rend difficile la focalisation de la vision pour effectuer un travail de près. "				
Strabisme 	"Maladies de l&#x27;œil et troubles de la vision "	"Défaut de convergence des axes visuels entraînant un trouble de la vision de l&#x27;œil dévié. "				
Agate 	Pierres précieuses et fines  	"Pierre fine. Variété de calcédoine multicolore, de trait blanc et d&#x27;éclat vitreux. Son indice de dureté est 6.5/10. Homonyme d&#x27;un prénom féminin. "	"<img src=""http://www.quizypedia.fr/site_media/images/839/839540836533.jpeg"">"			
Améthyste 	Pierres précieuses et fines  	Pierre fine. Variété de quartz violet, son trait est blanc et son éclat vitreux. Son indice de dureté est 7/10. Utilisée en joaillerie. 	<img src=http://www.quizypedia.fr/site_media/images/585/585910675493.jpeg>			
Diamant 	Vocabulaire du monde animal : anatomie des oiseaux 	Pièce cornée blanche que les petits oiseaux possèdent à l'extrémité du bec lors de l'éclosion et utilisent pour casser la coquille. 	"<img src=""http://www.quizypedia.fr/site_media/images/171/171323812878.jpeg"">"			botanimaux quizypedia
Emeraude 	Pierres précieuses et fines  	"Pierre précieuse. Minéral de la famille des silicates, de couleur verte, de trait blanc et d&#x27;éclat vitreux. Son indice de dureté est 7.5/10. Utilisée en joaillerie. "	<img src=http://www.quizypedia.fr/site_media/images/476/476657189468.jpeg>			
Jade 	Pierres précieuses et fines  	Pierre fine de la famille des silicates dont il existe trois variétés, la jadéite, la néphrite et le kosmochlor. Sa couleur est variable et son indice de dureté est 6,5/10. 	<img src=http://www.quizypedia.fr/site_media/images/511/511664027496.jpeg>			
Lapis-lazuli 	Pierres précieuses et fines  	Pierre fine. Son nom vient du latin et signifie pierre bleue. De couleur effectivement bleue, elle est utilisée comme pierre ornementale. Son indice de dureté est 5/10. 	<img src=http://www.quizypedia.fr/site_media/images/898/898876840216.jpeg>			
Opale 	Pierres précieuses et fines  	Pierre fine composée de silice, de couleurs variées, son trait est blanc et son éclat peut être vitreux, nacré et mat. Son indice de dureté est 6/10. Une côte du nord de la France porte son nom. 	<img src=http://www.quizypedia.fr/site_media/images/773/773428414680.jpeg>			
Rubis 	Pierres précieuses et fines  	Pierre précieuse. Variété rouge de la famille des corindons. Son trait est blanc et son indice de dureté est 9/10. Utilisée en joaillerie, mais aussi en horlogerie. 	&lt;img src=http://www.quizypedia.fr/site_media/images/347/347215919376.jpeg&gt;			
Topaze 	Pierres précieuses et fines  	"Pierre fine du groupe des silicates, de couleur souvent jaune, de trait blanc et d&#x27;éclat vitreux. Son indice de dureté est 8/10. Homonyme d&#x27;une pièce de théâtre de Marcel Pagnol. "	<img src=http://www.quizypedia.fr/site_media/images/264/264461626072.jpeg>			
Turquoise 	Pierres précieuses et fines  	"Pierre fine formée de phosphate hydraté de cuivre et d&#x27;aluminium. Sa couleur dominante est le bleu-vert. Son indice de dureté est 5,5/10. "	&lt;img src=http://www.quizypedia.fr/site_media/images/917/917745461848.jpeg&gt;			
Échelle de Beaufort 	Échelles scientifiques 	Échelle de la vitesse moyenne du vent sur une durée de dix minutes utilisée dans les milieux maritimes. 13 degrés (de 0 à 12) 				
Échelle de Bristol 	Échelles scientifiques 	Échelle visuelle répartissant les selles humaines en plusieurs catégories. 7 types (de 1 à 7) 				
Échelle de Douglas 	Échelles scientifiques 	"Échelle utilisée par les marins pour exprimer l&#x27;état de la mer. 10 forces (de 0 à 9) "				
Échelle de Fujita 	Échelles scientifiques 	"Échelle servant à classer les tornades par ordre de gravité, en fonction des dégâts qu&#x27;elles occasionnent. 6 catégories (de F0 à F5) "				
Échelle de Glasgow 	Échelles scientifiques 	"Indicateur de l&#x27;état de conscience d&#x27;une personne. De 3 (coma profond) à 15 (personne parfaitement consciente) "				
Échelle INES 	Échelles scientifiques 	Échelle internationale de classement des événements nucléaires. 8 niveaux (de 0 à 7) 				
Échelle de Mercalli 	Échelles scientifiques 	"Échelle de mesure de l&#x27;intensité d&#x27;un séisme. 12 degrés "				
Échelle de Mohs 	Échelles scientifiques 	Échelle mesurant la dureté des minéraux. 10 degrés (1 = talc , 10 = diamant) 				
Échelle de Ramsey 	Échelles scientifiques 	"Score de sédation (apaisement au moyen d&#x27;un sédatif) des patients de réanimation. 6 niveaux "				
Échelle de Richter 	Échelles scientifiques 	"Échelle de la magnitude d&#x27;un tremblement de terre. Échelle ouverte sans limite supérieure "				
Échelle de Saffir-Simpson 	Échelles scientifiques 	"Échelle de classification de l&#x27;intensité des ouragans. 5 niveaux "				
Échelle de Schmidt 	Échelles scientifiques 	"Échelle de la douleur des piqûres d&#x27;insectes. 12 échelons (de 0,4 à 4,0+) "				
Échelle de Scoville 	Échelles scientifiques 	Échelle de mesure de la force des piments. 11 degrés (de 0 à 10) (échelle simplifiée) 				
Échelle de Turin 	Échelles scientifiques 	"Échelle servant à catégoriser les risques d&#x27;impacts d&#x27;objets géocroiseurs, tels les astéroïdes ou les comètes. 11 degrés (de 0 à 10) "				
Ampère 	Unités de mesure en électricité 	Intensité 	"Transport d&#x27;une charge électrique de un coulomb par seconde à travers une surface. "			
Coulomb 	Unités de mesure en électricité 	Charge électrique 	"Quantité d&#x27;électricité traversant une section d&#x27;un conducteur parcouru par un courant d&#x27;intensité de 1 ampère pendant 1 seconde. "			
Farad 	Unités de mesure en électricité 	Capacité 	"Capacité d&#x27;un condensateur électrique entre les armatures duquel apparaît une différence de potentiel de 1 volt quand il est chargé d&#x27;une quantité d&#x27;électricité de 1 coulomb. "			
Henry 	Unités de mesure en électricité 	Inductance 	"Unité d&#x27;inductance correspondant à la production d&#x27;une force électromotrice de 1 volt dans un circuit où le courant, qui le parcourt, varie uniformément d&#x27;un ampère par seconde. "			
Hertz 	Unités de mesure en électricité 	Fréquence 	"Fréquence d&#x27;un phénomène périodique dont la période est 1 seconde. "			
Joule 	Unités de mesure en électricité 	Énergie, travail et quantité de chaleur 	Travail fourni par un circuit électrique pour faire circuler un courant de 1 ampère à travers une résistance de 1 ohm pendant 1 seconde. 			
Ohm 	Unités de mesure en électricité 	Résistance 	"Unité de résistance électrique mesurée entre deux points d&#x27;un conducteur lorsqu&#x27;une différence de potentiel constante de 1 volt produit un courant de 1 ampère, ledit conducteur n&#x27;étant le siège d&#x27;aucune force électromotrice. "			
Siemens 	Unités de mesure en électricité 	Conductance 	"Unité de mesure inverse de l&#x27;ohm. Sert également à exprimer l&#x27;admittance et la susceptance. "			
Tesla 	Unités de mesure en électricité 	Induction magnétique 	"Induction magnétique uniforme qui, répartie normalement sur une surface de 1 m², produit à travers cette surface un flux d&#x27;induction magnétique total de 1 weber. "			
Volt 	Unités de mesure en électricité 	Tension et force électromotrice 	"Correspond à la différence de potentiel électrique qui existe entre deux points d&#x27;un circuit parcouru par un courant constant de 1 ampère lorsque la puissance dissipée entre ces deux points est égale à 1 watt. "			
Volt par mètre 	Unités de mesure en électricité 	Intensité de champ électrique 	Intensité du champ électrique exerçant une force de 1 newton sur une charge électrique de 1 coulomb. 			
Watt 	Unités de mesure en électricité 	Puissance 	"Puissance d&#x27;un système énergétique dans lequel une énergie de 1 joule est transférée uniformément pendant 1 seconde. "			
Weber 	Unités de mesure en électricité 	"Flux d&#x27;induction magnétique "	"Flux d&#x27;induction magnétique qui, traversant un circuit d&#x27;une seule spire, y produit une force électromotrice de 1 volt si on l&#x27;annule en 1 seconde par une décroissance uniforme. "			
Electrons 	Particules de la matière  	Particules qui gravitent autour du noyau et qui sont chargées négativement. 				
Protons 	Particules de la matière  	Particules non élémentaires chargées positivement et faisant partie du noyau. 				
Neutrons 	Particules de la matière  	Particules faisant partie du noyau et sans charge électrique. 				
Quarks 	Particules de la matière  	Particules ayant plusieurs saveurs, leurs assemblages entre elles donnent des neutrons ou des protons. 				
Photons 	Particules de la matière  	"Quanta d&#x27;énergie des ondes électromagnétiques, l&#x27;effet Compton a confirmé leur nature corpusculaire. "				
Positrons 	Particules de la matière  	"Antiparticules de l&#x27;électron de charge positive, premières particules d&#x27;antimatière découvertes, aussi nommées positons. "				
Entiers naturels 	Les ensembles usuels de nombres 	N 	Nombres utilisés pour compter des objets comptant chacun pour un. 			
Nombres premiers 	Les ensembles usuels de nombres 	P 	"Nombres entiers naturels ayant exactement deux diviseurs dans l&#x27;ensemble des entiers naturels. "			
Nombres entiers relatifs 	Les ensembles usuels de nombres 	Z 	Nombres entiers naturels ou opposés des entiers naturels. 			
Nombres rationnels 	Les ensembles usuels de nombres 	Q 	Nombres obtenus en divisant deux entiers relatifs, ils peuvent être représentés comme des fractions de diverses manières ou par un développement décimal périodique. 			
Nombres décimaux 	Les ensembles usuels de nombres 	D 	"Nombres rationnels dont le développement décimal est fini, ils peuvent s&#x27;écrire sous la forme d&#x27;un entier divisé par une puissance de 10. "			
Nombres algébriques 	Les ensembles usuels de nombres 	Q^- 	Nombres qui annulent une expression polynomiale à coefficients entiers relatifs, ils sont dénombrables car on peut (de manière non triviale) les indexer par les entiers naturels. 			
Nombres transcendants 	Les ensembles usuels de nombres 	C- Q^- 	"Nombres qui ne sont racines d&#x27;aucun polynôme à coefficients entiers , Joseph Liouville en 1844 en a donné le premier exemple. "			
Nombres réels 	Les ensembles usuels de nombres 	R 	"Nombres pouvant s&#x27;écrire avec un nombre arbitraire de décimales, ils sont limites de suites de rationnels et leur ensemble est représenté par une droite. "			
Nombres complexes 	Les ensembles usuels de nombres 	C 	"Nombres réels, imaginaires purs ou somme des deux, ils sont représentés par un plan dont l&#x27;axe des abscisses est l&#x27;ensemble des réels (R). "			
