#separator:tab
#html:true
#tags column:7
Vercors 	Régions naturelles de France  	Dans l'est de la Drôme et le sud-ouest de l'Isère 	Ce plateau, culminant à 2341 mètres au Grand Veymont, est bordé d'impressionnantes falaises qui ont favorisé l'implantation d'un maquis sous l'Occupation. 			
Dniepr 	Cours d'eau arrosant les capitales européennes  	Kiev 	Il s'agit du troisième cours d'eau le plus long d'Europe. Il naît dans les collines de Valdaï et se jette dans la mer Noire. Appelé Boristhène pendant l'Antiquité. 			
Koura 	Cours d'eau arrosant les capitales européennes  	Tbilissi 	Il s'agit du plus grand fleuve de Transcaucasie. Il était appelé Cyrus pendant l'Antiquité. Il se jette dans la mer Caspienne. 			
Liffey 	Cours d'eau arrosant les capitales européennes  	Dublin 	Le Ha'penny Bridge, site touristique de renom, a été construit pour pouvoir traverser ce fleuve à pied. 			
Save 	Cours d'eau arrosant les capitales européennes  	Belgrade, Ljubljana, Zagreb 	Ce cours d'eau se jette dans le Danube à Belgrade. Il porte le même nom qu'un affluent de la Garonne. 			
Rhin 	Cours d'eau arrosant les capitales européennes  	Vaduz 	Ce fleuve, se jetant dans la mer du Nord, a donné son nom à une région allemande. Il traverse aussi les villes de Bâle, Strasbourg, Cologne, Düsseldorf et Rotterdam. 			
Valira 	Cours d'eau arrosant les capitales européennes  	Andorre-la-Vieille 	Cette rivière pyrénéenne est un sous-affluent de l'Èbre. Elle se jette dans le Sègre à proximité de La Seu d'Urgell. 			
Tigre 	Les félins sauvages 	Grand félin asiatique reconnaissable à sa fourrure rousse rayée de noir , son nom scientifique est Panthera tigris. 	<img src=http://www.quizypedia.fr/site_media/images/f%C3%A9lins/tigre.jpg>			botanimaux quizypedia
Chao Phraya 	Cours d'eau arrosant les capitales d'Asie 	Bangkok 				
Fleuve Rouge 	Cours d'eau arrosant les capitales d'Asie 	Hanoï 				
Toula 	Cours d'eau arrosant les capitales d'Asie 	Oulan-Bator 				
Mékong 	Cours d'eau arrosant les capitales d'Asie 	Phnom Penh, Vientiane 				
Han 	Cours d'eau arrosant les capitales d'Asie 	Séoul 				
Ara-kawa, Sumida 	Cours d'eau arrosant les capitales d'Asie 	Tokyo 				
Baie 	Vocabulaire des littoraux  	Échancrure du littoral formant un petit golfe à l'entrée généralement resserrée. 				
Cap 	Vocabulaire des littoraux  	Pointe de terre souvent élevée qui s'avance vers la mer. 				
Crique 	Vocabulaire des littoraux  	Petite baie étroite pouvant servir de port naturel. 				
Delta 	Vocabulaire des littoraux  	Embouchure de forme généralement triangulaire, constituée de plusieurs bras et marquée par d'importants dépôts sédimentaires. 				
Dune 	Vocabulaire des littoraux  	Formation sableuse formée par l'action du vent que l'on rencontre en bordure de certaines plages. 				
Estuaire 	Vocabulaire des littoraux  	Embouchure d'un fleuve formant une sorte de baie large et longue où la marée et les courants se font sentir. 				
Falaise 	Vocabulaire des littoraux  	Escarpement rocheux assez élevé, vertical ou presque, surplombant la mer. 				
Golfe 	Vocabulaire des littoraux  	Vaste avancée de la mer à l'intérieur des terres et dont l'ouverture est généralement très large. 				
Lagon 	Vocabulaire des littoraux  	Étendue d'eau au centre d'un atoll. 				
Lagune 	Vocabulaire des littoraux  	Étendue d'eau saumâtre peu profonde comprise entre la terre ferme et un cordon littoral. 				
Marée 	Vocabulaire des littoraux  	Variation du niveau de la mer due principalement aux actions combinées de la lune et du soleil. 				
Péninsule 	Vocabulaire des littoraux  	Grande presqu'île. 				
Plage 	Vocabulaire des littoraux  	Espace côtier situé entre les limites de haute et de basse mer, formé de sable ou de gravier. 				
Polder 	Vocabulaire des littoraux  	Étendue endiguée et asséchée, conquise sur la mer. 				
Presqu'île 	Vocabulaire des littoraux  	Territoire entouré d'eau à l'exception de l'isthme qui le relie au continent. 				
Estran 	Vocabulaire des littoraux  	Espace côtier situé entre les limites de haute et de basse mer. 				
Etale 	Vocabulaire des littoraux  	Moment où la mer est immobile entre deux marées. 				
Flux (ou flot) 	Vocabulaire des littoraux  	Marée montante. 				
Marnage 	Vocabulaire des littoraux  	Amplitude d’une marée, distance verticale entre la limite de la basse et de la haute mer. 				
Mortes-eaux 	Vocabulaire des littoraux  	Marée de faible marnage se produisant au premier et au dernier quartier de lune. 				
Reflux (ou jusant) 	Vocabulaire des littoraux  	Marée descendante. 				
Schorre 	Vocabulaire des littoraux  	Partie haute de la zone vaseuse d'un littoral, submergée seulement aux grandes marées, où croît une végétation herbacée qui peut être pâturée (prés salés). 				
Slikke 	Vocabulaire des littoraux  	Partie basse de la zone vaseuse d'un littoral, submergée à chaque marée haute. 				
Surcote 	Vocabulaire des littoraux  	Élévation temporaire du niveau de la mer due à des conditions météorologiques inhabituelles telles que des tempêtes (opposée à la décote). 				
Transgression marine 	Vocabulaire des littoraux  	Envahissement des continents par la mer, dû à un affaissement des terres émergées ou à une élévation générale du niveau des mers (opposée à la régression marine). 				
Vasière 	Vocabulaire des littoraux  	Zone vaseuse d'un littoral, comprenant la slikke dans sa partie basse et le schorre dans sa partie haute. 				
Vives-eaux 	Vocabulaire des littoraux  	Marée de fort marnage se produisant aux nouvelles et pleines lunes. 				
Baïne 	Vocabulaire des littoraux  	Petite dépression située au bas d'une plage (du gascon signifiant bassine). 				
Barre 	Vocabulaire des littoraux  	Accumulation d'alluvions fluviales qui se forme parallèlement à la côte devant l'entrée d'un estuaire. 				
Barkhane 	Vocabulaire des littoraux  	Dune en forme de croissant. 				
Caoudeyre 	Vocabulaire des littoraux  	Dépression circulaire formée par le vent au sommet des dunes (de l'occitan signifiant chaudière). 				
Chenal 	Vocabulaire des littoraux  	Passage resserré entre des écueils, des îles et la côte, donnant accès à un port ou permettant la navigation près des côtes. 				
Fjord 	Vocabulaire des littoraux  	Ancienne vallée glaciaire envahie par la mer, s'enfonçant profondément dans les terres (en Norvège notamment). 				
Grau 	Vocabulaire des littoraux  	Ouverture dans un cordon dunaire, reliant un étang côtier à la mer (employé sur la côte languedocienne). 				
Lido 	Vocabulaire des littoraux  	Cordon littoral séparant une lagune de la mer (en référence à un site de la lagune de Venise). 				
Musoir 	Vocabulaire des littoraux  	Partie creusée de certains estuaires faisant face au poulier (employé dans le nord de la France principalement). Désigne aussi la pointe d'une digue. 				
Poulier 	Vocabulaire des littoraux  	Pointe qui tend à barrer l'entrée de certains estuaires et faisant face au musoir (employé dans le nord de la France principalement). 				
Ria 	Vocabulaire des littoraux  	Basse vallée d’un fleuve envahie par la mer (mot espagnol équivalent de l'aber breton). 				
Tombolo 	Vocabulaire des littoraux  	Cordon sableux reliant une île à la terre ferme. 				
Calanque 	Vocabulaire des littoraux  	Vallon étroit et profond en partie submergé (dans le sud-est de la France). 				
Dérive littorale 	Vocabulaire des littoraux  	Transport sédimentaire longitudinal par rapport à la côte, induit par la houle et les courants. 				
Falaise morte 	Vocabulaire des littoraux  	Escarpement dont l'évolution n'est plus liée à l'action de la mer du fait de son éloignement du rivage. 				
Foreland 	Vocabulaire des littoraux  	Zone d'influence d'un port avec des territoires situés au-delà des mers (avant-pays). 				
Goulet 	Vocabulaire des littoraux  	Bras de mer étroit à l'entrée d'une rade. 				
Hinterland 	Vocabulaire des littoraux  	Zone d'influence et d'attraction économique d'un port (arrière-pays). 				
Lais 	Vocabulaire des littoraux  	Terrains que la marée laisse toujours hors de l'eau, excepté lors des grandes marées. 				
Laisse 	Vocabulaire des littoraux  	Limite atteinte par la mer sur un rivage (peut être de basse mer ou de haute mer). 				
Plateau continental 	Vocabulaire des littoraux  	Prolongement du continent sous la surface de l'océan, relativement large et peu profond, s'étendant entre la côte et le talus continental. 				
Platier 	Vocabulaire des littoraux  	Surface plane érodée au pied d'une falaise. 				
Rade 	Vocabulaire des littoraux  	Bassin naturel ou artificiel permettant le mouillage d'une flotte. 				
Trait de côte 	Vocabulaire des littoraux  	Ligne marquant la limite entre la mer et la terre, pouvant être diversement définie (laisse de haute mer, zéro hydrographique...). 				
Valleuse 	Vocabulaire des littoraux  	Vallon entaillant le sommet des falaises mais pas suffisamment creusé pour atteindre la mer (typique du pays de Caux). 				
Adret 	Vocabulaire du relief  	Versant d'une montagne le plus ensoleillé (exposé au sud dans l'hémisphère nord). Aussi appelé endroit ou soulane. 				
Chaîne de montagnes 	Vocabulaire du relief  	Ensemble de reliefs formé par la collision ou la subduction de deux plaques tectoniques. 				
Cirque 	Vocabulaire du relief  	Dépression de forme plus ou moins circulaire creusée dans les flancs d'un massif montagneux. 				
Col 	Vocabulaire du relief  	Passage relativement bas d'une ligne de crête, situé entre deux sommets. 				
Pic 	Vocabulaire du relief  	Montagne dont le sommet semble former une pointe. 				
Piémont 	Vocabulaire du relief  	Espace de plaine et de collines situé au pied d'un massif montagneux. 				
Plaine 	Vocabulaire du relief  	Grande étendue de terrain sans relief ou légèrement ondulée, d'altitude peu élevée par rapport aux espaces environnants. 				
Ubac 	Vocabulaire du relief  	Versant d'une montagne le moins ensoleillé (exposé au nord dans l'hémisphère nord). Aussi appelé envers ou ombrée. 				
Vallée glaciaire 	Vocabulaire du relief  	"Dépression en auge (dite aussi ""en U""), creusée par une accumulation de glace s'écoulant très lentement. "				
Anticlinal 	Vocabulaire du relief  	Pli convexe formant un mont et dont le centre est occupé par les couches géologiques les plus anciennes. 	"<img src=""https://www.quizypedia.fr/site_media/images/257/257944972597.jpeg"">"			
Bassin sédimentaire 	Vocabulaire du relief  	Dépression très vaste d'où la mer s'est retirée. 				
Butte-témoin 	Vocabulaire du relief  	Éminence isolée par l'érosion, constituée de roches plus résistantes que celles du bassin sédimentaire qui l'entoure. 	<img src=https://www.quizypedia.fr/site_media/images/003/003133024244.jpeg>			
Cluse 	Vocabulaire du relief  	Vallée étroite, creusée perpendiculairement dans une montagne par une rivière, faisant communiquer deux vallées. 	<img src=https://www.quizypedia.fr/site_media/images/635/635695967244.jpeg>			
Combe 	Vocabulaire du relief  	Vallée creusée au sommet et dans l'axe d'un anticlinal. 	<img src=https://www.quizypedia.fr/site_media/images/151/151271656082.jpeg>			
Crêt 	Vocabulaire du relief  	Sommet dissymétrique bordant une combe. 				
Cuesta 	Vocabulaire du relief  	Relief dissymétrique, typique des zones périphériques des bassins sédimentaires, constitué d'un revers en pente douce et d'un front plus abrupt. 	<img src=https://www.quizypedia.fr/site_media/images/232/232161877766.jpeg>			
Reculée 	Vocabulaire du relief  	Vallée courte et profonde creusée en bordure d'un plateau calcaire, terminée en amont par un cirque (nom employé dans le massif du Jura, notamment à Baume-les-Messieurs). 	<img src=https://www.quizypedia.fr/site_media/images/688/688253965660.jpeg>			
Ruz 	Vocabulaire du relief  	Entaille creusée par un cours d'eau sur le flanc d'un anticlinal. 				
Synclinal 	Vocabulaire du relief  	"Pli concave formant un val et pouvant être qualifié de ""perché"" si les anticlinaux contigus ont été érodés. "	<img src=https://www.quizypedia.fr/site_media/images/120/120243255216.jpeg>			
Antistalagmite 	Vocabulaire des grottes et des gouffres  	Petite dépression cylindrique formée par les impacts de gouttes d'eau. 				
Chatière 	Vocabulaire des grottes et des gouffres  	Passage difficile très étroit et surbaissé, qui ne peut être franchi par l'homme qu’en rampant. 				
Concrétion 	Vocabulaire des grottes et des gouffres  	Dépôt de calcite pouvant prendre des formes variées (stalactite, stalagmite...). 				
Draperie 	Vocabulaire des grottes et des gouffres  	Concrétion descendante formant un rideau sur une paroi. 				
Excentrique 	Vocabulaire des grottes et des gouffres  	Concrétion au profil plus ou moins complexe, pouvant être courbée, ramifiée ou spiralée. 				
Fistuleuse 	Vocabulaire des grottes et des gouffres  	Concrétion descendante en forme de petit tube, à l'intérieur duquel des gouttes d'eau s'écoulent. 				
Gouffre 	Vocabulaire des grottes et des gouffres  	Cavité dont l'entrée est verticale (par opposition à la grotte à dominante horizontale). 				
Gour 	Vocabulaire des grottes et des gouffres  	Dépôt de calcite sur le pourtour d’une surface d’eau, formant parfois des vasques étagées 				
Grotte 	Vocabulaire des grottes et des gouffres  	Cavité dont l'entrée est horizontale (par opposition au gouffre à dominante verticale) 				
Pendeloque 	Vocabulaire des grottes et des gouffres  	Stalactite géante 				
Salle 	Vocabulaire des grottes et des gouffres  	Grand espace souterrain qui se présente après un élargissement d'une galerie 				
Siphon 	Vocabulaire des grottes et des gouffres  	Galerie d’un cours d’eau souterrain entièrement noyée 				
Spéléologie 	Vocabulaire des grottes et des gouffres  	Science qui étudie les cavités souterraines ou activité consistant à les visiter 				
Stalactite 	Vocabulaire des grottes et des gouffres  	Concrétion calcaire qui se développe de haut en bas depuis la voûte d'une cavité naturelle 				
Stalagmite 	Vocabulaire des grottes et des gouffres  	Concrétion calcaire qui se développe de bas en haut depuis le plancher d'une cavité naturelle 				
Verticale 	Vocabulaire des grottes et des gouffres  	Galerie prenant la forme d'un puits 				
Courbe de niveau 	Vocabulaire de la cartographie 	Ligne formée par les points du relief situés à la même altitude, aussi appelée isoplèthe d'altitude (plus elles sont rapprochées, plus la pente est raide). 				
Déclinaison magnétique 	Vocabulaire de la cartographie 	Angle formé entre la direction du pôle Nord géographique et le Nord magnétique en un point donné de la Terre. 				
Échelle 	Vocabulaire de la cartographie 	Rapport mathématique entre une longueur sur la carte et la longueur réelle sur le terrain. Il s'exprime sans unité par une fraction où le numérateur est toujours ramené à 1. 				
Figuré 	Vocabulaire de la cartographie 	Représentation graphique d'un phénomène pouvant prendre la forme d'une plage de couleurs ou de hachures, d'un axe ou d'une figure géométrique (par exemple une flèche pour un flux). 				
Latitude 	Vocabulaire de la cartographie 	Coordonnée géographique représentée par une mesure angulaire exprimant la position d'un point sur la Terre, variant entre 0° à l'équateur et 90° aux pôles. 				
Légende 	Vocabulaire de la cartographie 	Explication des figurés utilisés dans l'élaboration d'une carte. 				
Longitude 	Vocabulaire de la cartographie 	Coordonnée géographique représentée par une mesure angulaire exprimant la position d'un point sur la Terre par rapport au méridien de Greenwich. 				
Orientation 	Vocabulaire de la cartographie 	Indication des repères cardinaux, pouvant prendre la forme d'une rose des vents ou d'une flèche pointée vers le Nord. 				
Projection 	Vocabulaire de la cartographie 	Ensemble de techniques géodésiques permettant de représenter la surface de la Terre sur la surface plane d'une carte. 				
SIG 	Vocabulaire de la cartographie 	Système permettant la saisie, le stockage, le traitement, la visualisation et la diffusion de l'information géographique. 				
Topographie 	Vocabulaire de la cartographie 	Science qui permet la mesure puis la représentation sur un plan ou une carte des formes et détails visibles sur le terrain, qu'ils soient naturels ou artificiels. 				
Triangulation 	Vocabulaire de la cartographie 	Méthode permettant de calculer les distances sur un territoire, en mesurant la position d'un point grâce à la mesure des angles entre ce point et d’autres points de référence dont la position est connue. 				
Affluent 	Vocabulaire des cours d'eau  	Cours d'eau qui se jette dans un autre. 				
Amont 	Vocabulaire des cours d'eau  	Partie d'un cours d'eau qui est du côté de la source. 				
Aval 	Vocabulaire des cours d'eau  	Partie d'un cours d'eau comprise entre un point quelconque et l'embouchure ou le confluent. 				
Confluent 	Vocabulaire des cours d'eau  	Lieu de rencontre de deux cours d'eau. 				
Delta 	Vocabulaire des cours d'eau  	Embouchure de forme généralement triangulaire, constituée de plusieurs bras et marquée par d'importants dépôts sédimentaires. 				
Embouchure 	Vocabulaire des cours d'eau  	Partie terminale d'un fleuve, endroit où il se jette dans la mer. 				
Estuaire 	Vocabulaire des cours d'eau  	Embouchure d'un fleuve sur une mer ouverte qui forme une sorte de baie large et longue. 				
Fleuve 	Vocabulaire des cours d'eau  	Cours d'eau qui aboutit à la mer. 				
Rivière 	Vocabulaire des cours d'eau  	Cours d'eau de faible ou de moyenne importance qui reçoit des affluents et ne se jette pas dans la mer. 				
Source 	Vocabulaire des cours d'eau  	Endroit d’où sort l’eau qui est transportée dans les rivières. 				
Bassin 	Vocabulaire des cours d'eau  	Région drainée par un fleuve et ses affluents. 				
Capture 	Vocabulaire des cours d'eau  	Détournement d'une section d'un cours d'eau par une rivière voisine. 				
Débit 	Vocabulaire des cours d'eau  	Volume d'eau liquide traversant une section transversale de l'écoulement, par unité de temps. 				
Gorge 	Vocabulaire des cours d'eau  	Passage encaissé entre deux reliefs résultant de l'érosion hydraulique. 				
Lit 	Vocabulaire des cours d'eau  	Partie du fond d'une vallée où s'écoulent les eaux d'un cours d'eau. 				
Méandre 	Vocabulaire des cours d'eau  	Sinuosité d’un fleuve, d’une rivière, par allusion au fleuve de Phrygie qui portait ce nom. 				
Rive 	Vocabulaire des cours d'eau  	Bande de terre qui borde une étendue d'eau. 				
Talweg 	Vocabulaire des cours d'eau  	Ligne joignant les points les plus bas d'une vallée. 				
Torrent 	Vocabulaire des cours d'eau  	Cours d'eau de montagne, rapide et irrégulier, de faible longueur. 				
Vallée 	Vocabulaire des cours d'eau  	Dépression allongée, plus ou moins évasée, façonnée par un cours d'eau. 				
Aréisme 	Vocabulaire des cours d'eau  	Situation d'une région où il n'y a pas de réseau hydrographique organisé. 				
Cataracte 	Vocabulaire des cours d'eau  	Chute d'eau sur le cours d'un fleuve, remarquable par sa hauteur, son débit et son bruit. 				
Crue 	Vocabulaire des cours d'eau  	Forte augmentation du niveau et du débit d'un cours d'eau. 				
Débâcle 	Vocabulaire des cours d'eau  	Dislocation des glaces recouvrant un cours d'eau (ou plus rarement d'éléments l'obstruant), suivie de leur transport vers l'aval. 				
Décrue 	Vocabulaire des cours d'eau  	Diminution du niveau et du débit d'un cours d'eau consécutive à une crue. 				
Embâcle 	Vocabulaire des cours d'eau  	Formation d'un amoncellement obstruant un cours d'eau, pouvant notamment être composé de bois, de roches ou de blocs de glace. 				
Endoréisme 	Vocabulaire des cours d'eau  	Situation d'une région où les cours d'eau n'atteignent pas la mer. 				
Etiage 	Vocabulaire des cours d'eau  	Niveau moyen des basses eaux d'un cours d'eau. 				
Exoréisme 	Vocabulaire des cours d'eau  	Situation d'une région où les cours d'eau atteignent la mer. 				
Turbidité 	Vocabulaire des cours d'eau  	Teneur en matières en suspension d'un cours d'eau. 				
Alluvion 	Vocabulaire des cours d'eau  	Dépôt de sédiments laissés par un cours d'eau. 				
Bayou 	Vocabulaire des cours d'eau  	Etendue d'eau formée par les anciens bras et méandres du Mississippi. 				
Billabong 	Vocabulaire des cours d'eau  	Etendue d'eau formée par les anciens bras et méandres d'un cours d'eau en Australie. 				
Chenal 	Vocabulaire des cours d'eau  	Chacun des bras d'un cours d'eau dont la vitesse d'écoulement est faible, pouvant être qualifié d'anastomosé si sa sinuosité est importante. 				
Défluent 	Vocabulaire des cours d'eau  	Cours d'eau formé par un bras secondaire d'un cours d'eau principal et qui ne rejoint pas celui-ci en aval. 				
Gué 	Vocabulaire des cours d'eau  	Endroit peu profond d'un cours d'eau, permettant de le traverser sans perdre pied. 				
Lit majeur 	Vocabulaire des cours d'eau  	Partie du fond d'une vallée inondée en cas de crue historique (parfois appelé plaine d'inondation). 				
Lit mineur 	Vocabulaire des cours d'eau  	Partie du fond d'une vallée où s'écoule un cours d'eau la majeure partie du temps. 				
Oued 	Vocabulaire des cours d'eau  	Cours d'eau intermittent des régions sèches d'Afrique du Nord. 				
Ripisylve 	Vocabulaire des cours d'eau  	Ensemble des formations boisées ou buissonnantes sur le bord d'un cours d'eau. 				
Bec 	Vocabulaire du monde animal : anatomie des oiseaux 	Organe corné permettant aux oiseaux de se nourrir. 				botanimaux quizypedia
Boire 	Vocabulaire des cours d'eau  	Bras mort de la Loire, pouvant être remis en eau lors d'une crue. 				
Canal 	Vocabulaire des cours d'eau  	Cours d'eau artificiel. 				
Cingle 	Vocabulaire des cours d'eau  	Méandre de la Dordogne. 				
Coude 	Vocabulaire des cours d'eau  	Angle plus ou moins saillant formé par un cours d'eau. 				
Fleuve côtier 	Vocabulaire des cours d'eau  	Cours d'eau se jetant dans la mer et dont la source est relativement proche de celle-ci. 				
Levée 	Vocabulaire des cours d'eau  	Digue aménagée de part et d'autre d'un cours d'eau (terme utilisé notamment pour la Loire). 				
Ligne de partage des eaux 	Vocabulaire des cours d'eau  	Limite entre deux bassins versants. 				
Lône 	Vocabulaire des cours d'eau  	Bras mort ou bras secondaire du Rhône. 				
Perte 	Vocabulaire des cours d'eau  	Disparition partielle ou totale d'un cours d'eau par infiltration ou au niveau d'un gouffre. 				
Profil 	Vocabulaire des cours d'eau  	Tracé permettant de représenter la pente du fleuve, de sa source à son embouchure. 				
Ravine 	Vocabulaire des cours d'eau  	Torrent creusant profondément des reliefs tels que ceux de La Réunion. 				
Résurgence 	Vocabulaire des cours d'eau  	Réapparition d'un cours d'eau souterrain, généralement sous la forme d'une source au débit relativement important. 				
Ruisseau 	Vocabulaire des cours d'eau  	Cours d'eau moins important qu'une rivière (synonyme : ru). 				
Presqu'île du Cotentin 	Presqu'îles du littoral français 	Le littoral de cette péninsule normande, tirant son nom de la ville de Coutances, s'étire notamment entre le cap de la Hague et la pointe de Barfleur. Manche 				
Presqu'île de Crozon 	Presqu'îles du littoral français 	Le littoral de cette presqu'île de la mer d'Iroise est particulièrement découpé, notamment entre la pointe des Espagnols et le cap de la Chèvre. Finistère 				
Presqu'île de Quiberon 	Presqu'îles du littoral français 	Cette presqu'île faisant face à Belle-Île est reliée au continent par l'isthme de Penthièvre, constitué par un étroit tombolo. Morbihan 				
Presqu'île de Rhuys 	Presqu'îles du littoral français 	Cette presqu'île, dont Sarzeau est la ville principale, ferme le golfe du Morbihan. Morbihan 				
Presqu'île du Croisic 	Presqu'îles du littoral français 	Cette presqu'île, constituant la partie méridionale de la plus vaste presqu'île guérandaise, s'étire entre Le Pouliguen et la commune qui lui a donné son nom. Loire-Atlantique 				
Presqu'île d'Arvert 	Presqu'îles du littoral français 	Entre Royan et l'île d'Oléron, cette presqu'île en partie couverte de pinèdes est délimitée au nord par l'estuaire de la Seudre et au sud par la Côte de Beauté. Charente-Maritime 				
Presqu'île de Saint-Mandrier 	Presqu'îles du littoral français 	Cette presqu'île de la rade de Toulon est reliée à La Seyne-sur-Mer par l'isthme des Sablettes. Var 				
Presqu'île de Giens 	Presqu'îles du littoral français 	Cette presqu'île méditerranéenne, proche de l'île de Porquerolles, a la particularité d'être reliée au continent par un double tombolo (deux cordons de sable). Var 				
Presqu'île de la Caravelle 	Presqu'îles du littoral français 	Au cœur d'un parc naturel régional ultramarin, cette presqu'île de l'océan Atlantique est couverte de forêts et de champs de canne à sucre. Martinique 				
Presqu'île de Taiarapu 	Presqu'îles du littoral français 	"Aussi appelée Tahiti Iti (""Petite Tahiti""), cette presqu'île du sud-est de Tahiti est reliée à la plus grande partie de l'île par l'isthme de Taravao. Polynésie française "				
Formentera 	Îles espagnoles et portugaises 	"Le nom de cette île, faisant partie des îles Pityuses, provient d'un mot latin signifiant ""grenier"". Plus petite des quatre îles principales des Baléares. Baléares "				
Fuerteventura 	Îles espagnoles et portugaises 	Île située près des côtes marocaines, elle culmine au pic de la Zarza. Sa capitale est Puerto del Rosario. Canaries 				
Grande Canarie 	Îles espagnoles et portugaises 	Cette île est la plus peuplée des Canaries. On y trouve la ville de Las Palmas. Canaries 				
Ibiza 	Îles espagnoles et portugaises 	La ville principale de cette île est réputée pour ses fêtes, ses plages et ses paysages. Elle fait partie des îles Pityuses. Baléares 				
La Gomera 	Îles espagnoles et portugaises 	On y trouve le parc national de Garajonay, classé au patrimoine mondial de l'UNESCO. Le silbo (langue sifflée pratiquée par certains habitants de l'île), est également inscrit au patrimoine mondial depuis 2009. Canaries 				
Lanzarote 	Îles espagnoles et portugaises 	Cette île culmine aux Peñas del Chache. D'origine volcanique, une grande partie de ses roches sont récentes d'un point de vue géologique. Elle doit son nom au marin génois Lancelot Maloisel. Canaries 				
La Palma 	Îles espagnoles et portugaises 	"On y trouve le parc national de la caldeira de Taburiente. Cette île des Canaries, surnommée ""la isla bonita"", culmine à 2 428 mètres au Roque de los Muchachos. Canaries "				
Madère 	Îles espagnoles et portugaises 	Cette île, qui constitue 90 % des terres de l'archipel du même nom, est d'origine volcanique. Sa capitale est Funchal. Madère 				
Majorque 	Îles espagnoles et portugaises 	Plus grande île des Baléares, elle est située en mer Méditerranée, au large de Valence et Barcelone. Sa capitale est Palma. Baléares 				
Minorque 	Îles espagnoles et portugaises 	Cette île a été appelée Nura (îlot du feu) par les Phéniciens. Son nom provient du fait qu'elle est plus petite que l'île de Majorque. Sa ville principale est Mahón. Baléares 				
Pico 	Îles espagnoles et portugaises 	Île des Açores, elle doit son nom au volcan qui la domine s'élevant à 2 351 mètres et qui constitue le point culminant du Portugal. Açores 				
São Miguel 	Îles espagnoles et portugaises 	Plus grande île des Açores, on y trouve la ville de Ponta Delgada, capitale de cet archipel. Açores 				
Tenerife 	Îles espagnoles et portugaises 	Il s'agit de la plus grande île des Canaries mais aussi de la plus haute. Elle abrite le Teide, point culminant de l'Espagne avec 3 715 mètres d'altitude. Canaries 				
Terceira 	Îles espagnoles et portugaises 	Île des Açores, sa plus proche voisine est l'île de São Jorge. Elle doit son nom au fait d’avoir été la troisième de son archipel à être découverte. Açores 				
Îles du Frioul 	Îles françaises de la Méditerranée 	Archipel rattaché à la commune de Marseille , une de ses îles abrite l'ancienne prison du château d'If Bouches-du-Rhône 				
Île du Riou 	Îles françaises de la Méditerranée 	Constitue l'extrémité sud de la commune de Marseille , inhabitée Bouches-du-Rhône 				
Île Verte 	Îles françaises de la Méditerranée 	Située dans la baie de La Ciotat , inhabitée Bouches-du-Rhône 				
Île de Bendor 	Îles françaises de la Méditerranée 	Achetée et aménagée par Paul Ricard tout comme les Embiez , rattachée à la commune de Bandol Var 				
Les Embiez 	Îles françaises de la Méditerranée 	Archipel rattaché à la commune de Six-Fours-les-Plages , abrite l'institut océanographique Paul Ricard Var 				
Porquerolles 	Îles françaises de la Méditerranée 	La plus grande des îles d'Hyères Var 				
Port-Cros 	Îles françaises de la Méditerranée 	Appartient aux îles d'Hyères , située au cœur d'un parc naturel national Var 				
Île du Levant 	Îles françaises de la Méditerranée 	La deuxième plus grande des îles d'Hyères Var 				
Saint-Honorat 	Îles françaises de la Méditerranée 	La deuxième plus grande des îles de Lérins , connue pour son vignoble et son abbaye Alpes-Maritimes 				
Sainte-Marguerite 	Îles françaises de la Méditerranée 	La plus grande des îles de Lérins Alpes-Maritimes 				
Corse 	Îles françaises de la Méditerranée 	La plus grande des îles françaises métropolitaines Haute-Corse et Corse-du-Sud 				
Les Sanguinaires 	Îles françaises de la Méditerranée 	Archipel situé en face de la pointe de Parata, dans le golfe d'Ajaccio Corse-du-Sud 				
Îles Lavezzi 	Îles françaises de la Méditerranée 	Archipel qui abrite le point le plus méridional de France métropolitaine Corse-du-Sud 				
Îles Cerbicale 	Îles françaises de la Méditerranée 	Archipel rattaché à la commune de Porto-Vecchio, constituant une réserve naturelle Corse-du-Sud 				
Ouessant 	Îles métropolitaines françaises de l'océan Atlantique 	Territoire métropolitain le plus occidental Finistère 				
Molène 	Îles métropolitaines françaises de l'océan Atlantique 	Située au large de la pointe Saint-Mathieu Finistère 				
Sein 	Îles métropolitaines françaises de l'océan Atlantique 	Située en face de la pointe du Raz Finistère 				
Les Glénan 	Îles métropolitaines françaises de l'océan Atlantique 	Archipel connu pour son école de voile, rattaché à la commune de Fouesnant Finistère 				
Groix 	Îles métropolitaines françaises de l'océan Atlantique 	Située en face de Lorient et de l'estuaire du Blavet Morbihan 				leech
Belle-Île (-en-Mer) 	Îles métropolitaines françaises de l'océan Atlantique 	La plus grande des îles du Ponant, située en face de Quiberon Morbihan 				
Houat 	Îles métropolitaines françaises de l'océan Atlantique 	"Située entre Belle-Île et la baie de Quiberon, son nom signifie ""canard"" en breton Morbihan "				
Hoëdic 	Îles métropolitaines françaises de l'océan Atlantique 	"Située à l'est de Belle-Île, son nom signifie ""caneton"" en breton Morbihan "				
Île aux Moines 	Îles métropolitaines françaises de l'océan Atlantique 	La plus grande des îles du golfe du Morbihan Morbihan 				
